idr_name	NAME	deplete
Q9BYV6_IDR_447_532	Q9BYV6	0
C9J7I0_IDR_28_81	C9J7I0	0
Q96C00_IDR_144_366	Q96C00	0
Q9H9Z2_IDR_1_36	Q9H9Z2	0
P35250_IDR_1_33	P35250	0
Q96Q15_IDR_1870_1920	Q96Q15	0
Q6UX68_IDR_330_397	Q6UX68	0
Q6P4H8_IDR_1_32	Q6P4H8	0
P0C7T8_IDR_168_217	P0C7T8	0
Q13474_IDR_873_957	Q13474	0
P56645_IDR_875_1095	P56645	0
Q86UB2_IDR_1_33	Q86UB2	0
O00337_IDR_1_60	O00337	0
Q13615_IDR_581_992	Q13615	0
P32314_IDR_1_110	P32314	0
Q5VV43_IDR_163_265	Q5VV43	0
Q8N612_IDR_462_730	Q8N612	0
Q66K64_IDR_275_383	Q66K64	0
Q5QP82_IDR_1_60	Q5QP82	0
P35523_IDR_875_988	P35523	0
Q9C0A1_IDR_1_106	Q9C0A1	0
Q5D1E8_IDR_91_131	Q5D1E8	0
O95866_IDR_168_210	O95866	0
Q6ZVX7_IDR_1_50	Q6ZVX7	0
O75150_IDR_111_177	O75150	0
P24043_IDR_2714_2745	P24043	0
O14556_IDR_22_72	O14556	0
Q702N8_IDR_1_42	Q702N8	0
P13631_IDR_421_454	P13631	0
O14686_IDR_4908_4975	O14686	0
Q9UIG4_IDR_18_136	Q9UIG4	0
Q8NDL9_IDR_343_417	Q8NDL9	0
Q5TD94_IDR_1_203	Q5TD94	0
Q8N8U3_IDR_397_427	Q8N8U3	0
Q8IV50_IDR_121_173	Q8IV50	0
Q9NZN9_IDR_328_384	Q9NZN9	0
Q6UWE0_IDR_636_669	Q6UWE0	0
Q9Y676_IDR_228_258	Q9Y676	0
Q8TDT2_IDR_319_470	Q8TDT2	0
Q8TCT7_IDR_506_592	Q8TCT7	0
Q8N9W5_IDR_459_541	Q8N9W5	0
Q9Y2I1_IDR_1018_1105	Q9Y2I1	0
Q12967_IDR_252_364	Q12967	0
Q5KSL6_IDR_1_214	Q5KSL6	0
P29590_IDR_1_50	P29590	0
Q9H9D4_IDR_174_346	Q9H9D4	0
Q7Z6L0_IDR_1_262	Q7Z6L0	0
Q9UJJ7_IDR_258_292	Q9UJJ7	0
O75121_IDR_341_379	O75121	0
Q96T21_IDR_785_815	Q96T21	0
Q13487_IDR_264_304	Q13487	0
Q96NA2_IDR_349_401	Q96NA2	0
A6NGR9_IDR_30_90	A6NGR9	0
Q8NDY8_IDR_164_209	Q8NDY8	0
Q9HBB8_IDR_702_773	Q9HBB8	0
Q6ZQN7_IDR_1_85	Q6ZQN7	0
Q96L73_IDR_2207_2636	Q96L73	0
Q16610_IDR_20_159	Q16610	0
Q99558_IDR_658_779	Q99558	0
Q92551_IDR_343_394	Q92551	0
Q9NS15_IDR_477_539	Q9NS15	0
Q8TDF6_IDR_593_673	Q8TDF6	0
O95665_IDR_379_410	O95665	0
Q93008_IDR_2479_2570	Q93008	1
O00507_IDR_2477_2555	O00507	0
O14896_IDR_120_185	O14896	0
P28906_IDR_315_385	P28906	0
Q6P4Q7_IDR_727_775	Q6P4Q7	0
O75096_IDR_1844_1905	O75096	0
Q71F56_IDR_2050_2088	Q71F56	1
Q9Y493_IDR_540_982	Q9Y493	0
Q8IYV9_IDR_255_287	Q8IYV9	0
Q2UY09_IDR_1002_1069	Q2UY09	0
O60309_IDR_1_869	O60309	0
A6NMS7_IDR_1_876	A6NMS7	0
Q9NWZ3_IDR_103_162	Q9NWZ3	0
Q8IZJ4_IDR_116_211	Q8IZJ4	0
O75952_IDR_67_493	O75952	0
Q17R60_IDR_189_227	Q17R60	0
Q9UL36_IDR_409_451	Q9UL36	0
Q9Y6D6_IDR_216_414	Q9Y6D6	0
Q9Y6D5_IDR_206_365	Q9Y6D5	0
Q13501_IDR_204_385	Q13501	0
Q8IWE2_IDR_1_242	Q8IWE2	0
Q9NRY5_IDR_1_232	Q9NRY5	0
Q86YL7_IDR_1_123	Q86YL7	0
Q99460_IDR_272_317	Q99460	0
Q8TCQ1_IDR_244_289	Q8TCQ1	0
Q9Y3C0_IDR_72_130	Q9Y3C0	0
O95625_IDR_320_364	O95625	0
P19447_IDR_201_242	P19447	0
Q8WWF1_IDR_68_107	Q8WWF1	0
O95817_IDR_500_575	O95817	0
Q12906_IDR_470_517	Q12906	0
Q96M96_IDR_1_203	Q96M96	0
P08575_IDR_1238_1306	P08575	0
O43149_IDR_1955_2077	O43149	0
Q6FIF0_IDR_36_147	Q6FIF0	0
A0JNW5_IDR_1366_1406	A0JNW5	0
P31645_IDR_1_78	P31645	0
Q2TAZ0_IDR_111_146	Q2TAZ0	0
Q71RC2_IDR_24_96	Q71RC2	0
P26436_IDR_1_198	P26436	0
P41271_IDR_125_181	P41271	0
Q9UGM5_IDR_263_341	Q9UGM5	0
Q9NUM3_IDR_68_104	Q9NUM3	0
Q9H116_IDR_611_681	Q9H116	0
P35520_IDR_1_39	P35520	0
Q14865_IDR_1033_1070	Q14865	0
Q32MK0_IDR_1_484	Q32MK0	0
Q7Z2K8_IDR_1_1008	Q7Z2K8	0
Q86YM7_IDR_113_208	Q86YM7	0
Q5VT25_IDR_455_485	Q5VT25	0
Q8N5S3_IDR_181_287	Q8N5S3	0
Q8TD17_IDR_190_344	Q8TD17	0
Q6NSZ9_IDR_126_333	Q6NSZ9	1
O95238_IDR_70_118	O95238	0
P52630_IDR_702_790	P52630	0
B2RXH4_IDR_374_463	B2RXH4	0
Q9UIM3_IDR_1_87	Q9UIM3	0
Q8N554_IDR_578_614	Q8N554	0
Q5T870_IDR_1_85	Q5T870	0
Q8N108_IDR_344_512	Q8N108	0
Q9ULM3_IDR_117_199	Q9ULM3	0
Q969H4_IDR_505_596	Q969H4	0
Q03989_IDR_1_56	Q03989	0
Q9Y2K6_IDR_255_439	Q9Y2K6	0
Q9UDY2_IDR_386_504	Q9UDY2	0
Q07157_IDR_271_396	Q07157	0
O60238_IDR_44_130	O60238	0
Q13085_IDR_25_75	Q13085	0
Q13144_IDR_501_548	Q13144	0
Q8WTP8_IDR_283_325	Q8WTP8	0
Q6ZUM4_IDR_325_388	Q6ZUM4	0
Q9P1Z2_IDR_499_571	Q9P1Z2	0
Q9Y6X9_IDR_829_905	Q9Y6X9	0
Q99884_IDR_1_37	Q99884	0
Q2TAZ0_IDR_1245_1307	Q2TAZ0	0
Q02556_IDR_121_167	Q02556	0
Q6MZT1_IDR_154_206	Q6MZT1	0
Q8TEY7_IDR_129_183	Q8TEY7	0
Q96SB4_IDR_1_59	Q96SB4	0
Q8NEZ4_IDR_3930_4003	Q8NEZ4	0
Q9UD71_IDR_1_204	Q9UD71	0
Q9Y6B2_IDR_1_101	Q9Y6B2	0
P51168_IDR_563_640	P51168	0
Q96CP2_IDR_1_36	Q96CP2	0
P40692_IDR_351_495	P40692	0
Q9Y2K6_IDR_99_140	Q9Y2K6	0
Q8NBJ5_IDR_584_622	Q8NBJ5	0
Q8IYK4_IDR_584_626	Q8IYK4	0
Q6UX71_IDR_67_106	Q6UX71	0
Q9Y4W6_IDR_763_797	Q9Y4W6	0
Q8N9B5_IDR_940_988	Q8N9B5	0
Q9Y365_IDR_253_291	Q9Y365	0
Q9BZ72_IDR_256_365	Q9BZ72	0
Q15042_IDR_530_617	Q15042	0
Q9UHB6_IDR_449_731	Q9UHB6	0
Q86UL8_IDR_206_301	Q86UL8	0
Q8TDB6_IDR_91_122	Q8TDB6	0
Q2V2M9_IDR_325_784	Q2V2M9	0
Q96KS9_IDR_54_112	Q96KS9	0
Q8WWW0_IDR_173_204	Q8WWW0	0
P0DJH9_IDR_131_168	P0DJH9	0
Q6JBY9_IDR_1_416	Q6JBY9	0
Q9UIG0_IDR_145_209	Q9UIG0	1
Q9BSJ2_IDR_773_812	Q9BSJ2	0
Q96NG3_IDR_542_672	Q96NG3	0
A4FU69_IDR_430_806	A4FU69	0
P08183_IDR_632_691	P08183	0
Q9Y2I6_IDR_113_177	Q9Y2I6	0
Q8NAM6_IDR_1_38	Q8NAM6	0
Q8IYS0_IDR_194_324	Q8IYS0	0
O60271_IDR_718_750	O60271	0
Q502W6_IDR_1_31	Q502W6	0
Q9NPI1_IDR_245_364	Q9NPI1	0
Q15032_IDR_1_144	Q15032	0
Q9H2K8_IDR_558_595	Q9H2K8	0
Q9Y5A6_IDR_128_275	Q9Y5A6	1
Q9HBT8_IDR_91_197	Q9HBT8	0
Q8TDB6_IDR_196_232	Q8TDB6	0
O14978_IDR_227_375	O14978	0
Q92536_IDR_1_38	Q92536	0
P29122_IDR_639_703	P29122	0
Q09MP3_IDR_1052_1089	Q09MP3	0
Q9BVI0_IDR_784_930	Q9BVI0	0
Q96EP9_IDR_391_437	Q96EP9	0
A8MW92_IDR_809_924	A8MW92	1
Q8N414_IDR_1_92	Q8N414	0
Q8N365_IDR_1_112	Q8N365	0
Q9ULD6_IDR_1_50	Q9ULD6	0
Q8WVR3_IDR_78_113	Q8WVR3	0
Q6UXB0_IDR_139_366	Q6UXB0	0
O75473_IDR_845_895	O75473	0
Q6ZMZ0_IDR_443_732	Q6ZMZ0	0
Q8ND04_IDR_656_739	Q8ND04	0
Q96JK2_IDR_432_485	Q96JK2	1
Q99592_IDR_119_366	Q99592	0
Q9NZN5_IDR_1422_1489	Q9NZN5	0
Q9P1Q0_IDR_481_575	Q9P1Q0	0
O95759_IDR_1031_1076	O95759	0
Q8NEZ4_IDR_1_127	Q8NEZ4	0
Q9UJU5_IDR_1_139	Q9UJU5	0
Q9Y4F9_IDR_321_730	Q9Y4F9	0
O15021_IDR_874_1084	O15021	0
P50539_IDR_146_215	P50539	0
O15040_IDR_374_792	O15040	0
Q8TEL6_IDR_343_373	Q8TEL6	0
Q9Y6I9_IDR_198_313	Q9Y6I9	0
Q969K3_IDR_154_265	Q969K3	0
Q9Y3R5_IDR_1031_1215	Q9Y3R5	0
O43567_IDR_287_381	O43567	0
P42858_IDR_408_661	P42858	0
Q9P2P5_IDR_328_808	Q9P2P5	0
Q76N89_IDR_348_828	Q76N89	0
O94972_IDR_443_622	O94972	0
Q96HZ4_IDR_136_215	Q96HZ4	0
P08047_IDR_567_597	P08047	0
Q9NTX7_IDR_187_353	Q9NTX7	0
Q6PCD5_IDR_1_283	Q6PCD5	0
Q96PE2_IDR_1616_1727	Q96PE2	0
O95071_IDR_1517_1745	O95071	1
O60268_IDR_1_89	O60268	0
Q8IZQ1_IDR_3253_3341	Q8IZQ1	0
Q9NR81_IDR_470_526	Q9NR81	0
Q9NZN5_IDR_1267_1405	Q9NZN5	0
Q00653_IDR_697_729	Q00653	0
Q8WUU8_IDR_196_229	Q8WUU8	0
O95049_IDR_774_919	O95049	0
O75995_IDR_316_351	O75995	0
Q8IU57_IDR_297_435	Q8IU57	0
Q9HD67_IDR_947_1167	Q9HD67	0
Q9NQ92_IDR_1_93	Q9NQ92	0
Q9UPN7_IDR_616_881	Q9UPN7	0
Q9H2V7_IDR_1_52	Q9H2V7	0
O75298_IDR_1_339	O75298	0
P54826_IDR_247_328	P54826	0
Q15653_IDR_297_356	Q15653	0
Q9Y5B0_IDR_730_961	Q9Y5B0	0
Q9BQT9_IDR_912_956	Q9BQT9	0
A2RRP1_IDR_454_485	A2RRP1	0
O43520_IDR_1_59	O43520	0
Q3T8J9_IDR_2210_2241	Q3T8J9	1
Q14202_IDR_1_305	Q14202	1
Q9UPW6_IDR_666_733	Q9UPW6	1
Q6ZUM4_IDR_617_665	Q6ZUM4	0
Q09019_IDR_386_423	Q09019	0
Q8WVC0_IDR_1_352	Q8WVC0	0
Q13316_IDR_1_513	Q13316	0
Q8WWA1_IDR_1_147	Q8WWA1	0
Q6ZN18_IDR_1_257	Q6ZN18	0
Q70CQ2_IDR_3331_3513	Q70CQ2	0
Q5T2W1_IDR_472_519	Q5T2W1	0
P07333_IDR_927_961	P07333	0
Q8N140_IDR_1_32	Q8N140	0
P49796_IDR_670_999	P49796	0
Q96RU2_IDR_698_775	Q96RU2	0
Q8N8U3_IDR_1_234	Q8N8U3	0
O75864_IDR_575_691	O75864	0
P49418_IDR_248_618	P49418	0
O00499_IDR_276_516	O00499	0
Q9C0A1_IDR_2395_2439	Q9C0A1	0
Q8N3X1_IDR_116_201	Q8N3X1	0
Q8IXW0_IDR_1_47	Q8IXW0	0
O43304_IDR_183_225	O43304	0
Q9NUQ3_IDR_455_528	Q9NUQ3	0
Q96G46_IDR_236_288	Q96G46	0
Q5TGY1_IDR_524_634	Q5TGY1	0
P40222_IDR_486_546	P40222	0
Q8TDY8_IDR_1140_1250	Q8TDY8	0
O95255_IDR_856_922	O95255	0
Q9H171_IDR_344_400	Q9H171	0
Q9NVR5_IDR_354_517	Q9NVR5	0
Q9UPU7_IDR_1_33	Q9UPU7	0
O14562_IDR_1_82	O14562	0
Q9UBB6_IDR_1_32	Q9UBB6	0
Q9UBL3_IDR_1_98	Q9UBL3	0
P49321_IDR_1_38	P49321	1
O60271_IDR_804_910	O60271	0
Q92667_IDR_30_603	Q92667	0
Q99575_IDR_721_799	Q99575	0
Q9BSL1_IDR_235_275	Q9BSL1	0
O00562_IDR_379_421	O00562	0
O75864_IDR_1_43	O75864	0
Q5T4F4_IDR_1_31	Q5T4F4	0
Q969H4_IDR_673_720	Q969H4	0
Q5EBL2_IDR_1_35	Q5EBL2	0
Q9H5J0_IDR_173_466	Q9H5J0	0
Q8IZL8_IDR_637_1130	Q8IZL8	0
P49354_IDR_1_60	P49354	0
Q86XN8_IDR_1_147	Q86XN8	0
Q96TA1_IDR_566_746	Q96TA1	0
Q9HBU9_IDR_272_364	Q9HBU9	0
P98095_IDR_180_436	P98095	0
O95196_IDR_1_355	O95196	0
O15085_IDR_1083_1354	O15085	0
Q96AQ6_IDR_14_213	Q96AQ6	0
Q7Z6P3_IDR_279_828	Q7Z6P3	0
O75154_IDR_1_206	O75154	0
Q9UGI9_IDR_1_178	Q9UGI9	0
Q8NDX1_IDR_1_583	Q8NDX1	0
Q6ZMQ8_IDR_536_1190	Q6ZMQ8	0
O15069_IDR_1_1419	O15069	0
P14784_IDR_386_520	P14784	0
A6NJJ6_IDR_1_81	A6NJJ6	0
Q9UL45_IDR_1_43	Q9UL45	0
O15488_IDR_298_451	O15488	0
Q2YD98_IDR_210_288	Q2YD98	0
Q8IUH8_IDR_532_626	Q8IUH8	0
Q5D1E8_IDR_1_45	Q5D1E8	0
Q96RG2_IDR_397_610	Q96RG2	0
O96018_IDR_1_208	O96018	0
Q9NQG7_IDR_263_534	Q9NQG7	0
Q8NAG6_IDR_133_356	Q8NAG6	0
Q9C0C2_IDR_1_1729	Q9C0C2	0
Q8IUW3_IDR_204_357	Q8IUW3	0
Q8TF71_IDR_1_61	Q8TF71	0
Q8TE77_IDR_52_91	Q8TE77	0
Q9UHR6_IDR_134_191	Q9UHR6	0
Q14324_IDR_1_49	Q14324	0
Q7Z3K3_IDR_857_972	Q7Z3K3	1
Q92835_IDR_105_156	Q92835	0
Q99536_IDR_1_44	Q99536	0
Q969G3_IDR_294_411	Q969G3	0
Q9UHY1_IDR_1_54	Q9UHY1	0
Q6NWY9_IDR_178_269	Q6NWY9	1
Q5XUX0_IDR_379_441	Q5XUX0	0
Q9H1R3_IDR_1_262	Q9H1R3	0
Q08J23_IDR_708_767	Q08J23	0
Q14896_IDR_99_150	Q14896	0
Q13203_IDR_1_68	Q13203	0
Q8IYW2_IDR_1255_1286	Q8IYW2	0
Q6UE05_IDR_227_265	Q6UE05	0
Q8N3L3_IDR_460_684	Q8N3L3	0
Q9BXK5_IDR_229_451	Q9BXK5	0
Q6V1X1_IDR_1_49	Q6V1X1	0
O14492_IDR_377_408	O14492	0
Q96FE7_IDR_115_147	Q96FE7	0
Q9ULD5_IDR_336_544	Q9ULD5	0
Q1KMD3_IDR_23_242	Q1KMD3	0
P55884_IDR_1_161	P55884	0
Q9BYE7_IDR_1_119	Q9BYE7	0
Q8N196_IDR_1_82	Q8N196	1
Q08999_IDR_1_41	Q08999	0
Q96DT5_IDR_1_53	Q96DT5	0
Q8IWF6_IDR_1_50	Q8IWF6	0
O95180_IDR_1_68	O95180	0
Q9UKN8_IDR_1_48	Q9UKN8	0
Q96C34_IDR_44_86	Q96C34	0
Q5HYC2_IDR_1_72	Q5HYC2	0
P0C263_IDR_1_46	P0C263	0
Q9H175_IDR_281_371	Q9H175	1
Q9BQA5_IDR_404_460	Q9BQA5	0
Q53GL7_IDR_553_706	Q53GL7	0
Q96A54_IDR_1_77	Q96A54	0
Q8ND24_IDR_1_236	Q8ND24	0
O94885_IDR_1_35	O94885	0
Q9Y5Y0_IDR_1_97	Q9Y5Y0	0
Q8N3D4_IDR_161_1074	Q8N3D4	0
Q9BXU2_IDR_157_225	Q9BXU2	0
Q9HA90_IDR_91_139	Q9HA90	0
A0A0J9YXQ4_IDR_495_647	A0A0J9YXQ4	0
A0A0J9YXQ4_IDR_81_296	A0A0J9YXQ4	0
Q96NY7_IDR_1_459	Q96NY7	0
Q9H0U9_IDR_1_223	Q9H0U9	0
Q9UNA4_IDR_1_50	Q9UNA4	0
P0C2W7_IDR_1_110	P0C2W7	0
Q5JQC4_IDR_1_107	Q5JQC4	0
Q8NBA8_IDR_1_65	Q8NBA8	0
Q96DX7_IDR_52_175	Q96DX7	0
Q99549_IDR_1_55	Q99549	0
A6NKD2_IDR_1_105	A6NKD2	0
P0CV98_IDR_1_105	P0CV98	0
P0CW01_IDR_1_105	P0CW01	0
P0CV99_IDR_1_111	P0CV99	0
P0CW00_IDR_1_105	P0CW00	0
Q01534_IDR_1_106	Q01534	0
Q9H175_IDR_425_543	Q9H175	1
Q8WY54_IDR_25_124	Q8WY54	0
Q96F63_IDR_1_61	Q96F63	0
P98174_IDR_923_961	P98174	0
Q9BV44_IDR_1_33	Q9BV44	0
A6NKG5_IDR_1_188	A6NKG5	0
O95219_IDR_1_51	O95219	0
Q9BYX2_IDR_1_44	Q9BYX2	0
Q9NRS6_IDR_129_263	Q9NRS6	0
O15069_IDR_1488_1522	O15069	0
Q9BUR4_IDR_1_143	Q9BUR4	0
O94817_IDR_1_51	O94817	0
O95907_IDR_438_504	O95907	0
Q9HAB3_IDR_222_268	Q9HAB3	0
Q9NWF4_IDR_221_272	Q9NWF4	0
Q8WVZ7_IDR_310_376	Q8WVZ7	0
Q96GW7_IDR_358_638	Q96GW7	0
Q9NZ53_IDR_1_375	Q9NZ53	0
Q15013_IDR_1_48	Q15013	0
Q8TCU6_IDR_1109_1142	Q8TCU6	0
P48426_IDR_288_330	P48426	0
P55265_IDR_576_607	P55265	0
Q92797_IDR_1206_1274	Q92797	1
Q96MC2_IDR_559_616	Q96MC2	0
Q99675_IDR_233_270	Q99675	0
O00213_IDR_279_364	O00213	0
Q8N4Y2_IDR_100_133	Q8N4Y2	0
Q9NW68_IDR_211_424	Q9NW68	0
Q96BF6_IDR_498_587	Q96BF6	0
Q9Y6Q6_IDR_555_616	Q9Y6Q6	0
Q4ADV7_IDR_1352_1419	Q4ADV7	0
Q9Y5W9_IDR_158_270	Q9Y5W9	0
Q9BQS8_IDR_1231_1331	Q9BQS8	0
Q7Z353_IDR_654_690	Q7Z353	0
Q400G9_IDR_341_394	Q400G9	0
Q96EV8_IDR_257_351	Q96EV8	0
Q53QW1_IDR_1_274	Q53QW1	0
Q9Y3I1_IDR_82_162	Q9Y3I1	0
O43187_IDR_505_593	O43187	0
Q9NS56_IDR_395_478	Q9NS56	0
Q99594_IDR_1_31	Q99594	0
Q9UBT2_IDR_201_232	Q9UBT2	0
Q9Y5U2_IDR_1_76	Q9Y5U2	0
Q9Y4R8_IDR_442_494	Q9Y4R8	0
P52824_IDR_264_295	P52824	0
Q7L1V2_IDR_1_102	Q7L1V2	0
Q5JSP0_IDR_1_154	Q5JSP0	0
Q14699_IDR_168_273	Q14699	0
Q92543_IDR_774_816	Q92543	0
O00273_IDR_202_234	O00273	0
Q96MH2_IDR_150_184	Q96MH2	0
Q9Y4E8_IDR_621_707	Q9Y4E8	0
Q86UA1_IDR_1_75	Q86UA1	0
Q9BRP1_IDR_105_179	Q9BRP1	0
Q86V87_IDR_487_536	Q86V87	0
Q6PI26_IDR_430_577	Q6PI26	0
Q9P2G1_IDR_980_1081	Q9P2G1	0
O75864_IDR_462_568	O75864	0
Q9BYV6_IDR_329_441	Q9BYV6	0
Q12888_IDR_26_1485	Q12888	0
Q9UGP5_IDR_140_234	Q9UGP5	0
Q8TEQ6_IDR_1306_1349	Q8TEQ6	0
O60306_IDR_1381_1485	O60306	0
Q7LC44_IDR_362_396	Q7LC44	0
Q9HC35_IDR_868_981	Q9HC35	0
Q6ZSS7_IDR_395_430	Q6ZSS7	0
O75170_IDR_404_439	O75170	0
Q96MT1_IDR_580_663	Q96MT1	0
Q8N5J2_IDR_1_110	Q8N5J2	0
A0A1B0GTS1_IDR_1_76	A0A1B0GTS1	0
A0A1B0GWH4_IDR_1_76	A0A1B0GWH4	0
Q969S2_IDR_80_115	Q969S2	0
O15050_IDR_704_772	O15050	0
Q5H9L4_IDR_1_93	Q5H9L4	0
Q96MZ0_IDR_1_39	Q96MZ0	0
Q96JB5_IDR_253_284	Q96JB5	0
Q3B7T1_IDR_213_299	Q3B7T1	0
Q8NA77_IDR_55_119	Q8NA77	0
Q9H4I2_IDR_888_956	Q9H4I2	0
Q9UEG4_IDR_1_147	Q9UEG4	1
Q9H8G2_IDR_198_361	Q9H8G2	0
Q9H8M2_IDR_245_310	Q9H8M2	0
Q8IZ73_IDR_421_495	Q8IZ73	0
P49792_IDR_2741_2836	P49792	0
Q9H3H3_IDR_1_70	Q9H3H3	0
O95359_IDR_1_2742	O95359	0
Q14028_IDR_1_632	Q14028	0
A6H8Z2_IDR_1_224	A6H8Z2	0
Q9ULL0_IDR_108_1691	Q9ULL0	0
Q92576_IDR_1020_1198	Q92576	1
Q9Y2J2_IDR_409_1087	Q9Y2J2	0
O43491_IDR_521_948	O43491	0
Q8N3K9_IDR_1_3505	Q8N3K9	0
Q9NQC3_IDR_1_994	Q9NQC3	0
P11137_IDR_1_1667	P11137	0
P46821_IDR_504_2352	P46821	0
Q01484_IDR_1567_3957	Q01484	0
P78559_IDR_296_2686	P78559	0
Q9H0E9_IDR_133_704	Q9H0E9	1
Q16799_IDR_202_579	Q16799	0
Q96SZ4_IDR_69_293	Q96SZ4	0
Q9H2J4_IDR_208_239	Q9H2J4	0
Q8IW19_IDR_106_484	Q8IW19	0
Q8N302_IDR_260_403	Q8N302	0
Q14159_IDR_103_258	Q14159	0
P14316_IDR_116_248	P14316	0
Q92622_IDR_942_972	Q92622	0
Q8NB66_IDR_410_1030	Q8NB66	0
Q9UKA4_IDR_343_399	Q9UKA4	0
Q96NL3_IDR_62_197	Q96NL3	0
P17023_IDR_74_153	P17023	0
P54219_IDR_492_525	P54219	0
Q9BVS4_IDR_303_535	Q9BVS4	0
