idr_name	NAME	deplete
>sp|P54646|AAPK2_HUMAN.diso:2	P54646	0
>sp|Q5VT97|SYDE2_HUMAN.diso:3	Q5VT97	0
>sp|Q9H816|DCR1B_HUMAN.diso:2	Q9H816	0
>sp|Q8NC01|CLC1A_HUMAN.diso:2	Q8NC01	0
>sp|Q8TEQ6|GEMI5_HUMAN.diso:5	Q8TEQ6	0
>sp|Q9BXU7|UBP26_HUMAN.diso:9	Q9BXU7	0
>sp|Q70E73|RAPH1_HUMAN.diso:3	Q70E73	0
>sp|Q96HH9|GRM2B_HUMAN.diso:2	Q96HH9	0
>sp|Q5R372|RBG1L_HUMAN.diso:3	Q5R372	0
>sp|Q9NYP3|DONS_HUMAN.diso:3	Q9NYP3	0
>sp|Q96N67|DOCK7_HUMAN.diso:9	Q96N67	0
>sp|Q9ULE4|F184B_HUMAN.diso:30	Q9ULE4	0
>sp|Q6UXK2|ISLR2_HUMAN.diso:5	Q6UXK2	0
>sp|Q8N5U6|RNF10_HUMAN.diso:5	Q8N5U6	0
>sp|Q9NZJ5|E2AK3_HUMAN.diso:7	Q9NZJ5	0
>sp|Q9Y6Q2|STON1_HUMAN.diso:2	Q9Y6Q2	0
>sp|P57789|KCNKA_HUMAN.diso:3	P57789	0
>sp|Q13873|BMPR2_HUMAN.diso:3	Q13873	0
>sp|Q8TDR4|TCP1L_HUMAN.diso:1	Q8TDR4	0
>sp|Q8WUB2|F216A_HUMAN.diso:3	Q8WUB2	0
>sp|Q969F1|TF3C6_HUMAN.diso:3	Q969F1	0
>sp|Q5QGZ9|CL12A_HUMAN.diso:4	Q5QGZ9	0
>sp|Q8NEZ4|KMT2C_HUMAN.diso:23	Q8NEZ4	0
>sp|P17302|CXA1_HUMAN.diso:5	P17302	0
>sp|Q96LM5|CD045_HUMAN.diso:5	Q96LM5	0
>sp|Q9P2P6|STAR9_HUMAN.diso:4	Q9P2P6	0
>sp|Q1W6H9|F110C_HUMAN.diso:1	Q1W6H9	0
>sp|Q2TAL5|SMTL2_HUMAN.diso:1	Q2TAL5	0
>sp|Q9Y6H8|CXA3_HUMAN.diso:2	Q9Y6H8	0
>sp|Q9Y2W3|S45A1_HUMAN.diso:2	Q9Y2W3	0
>sp|O15553|MEFV_HUMAN.diso:2	O15553	0
>sp|Q9UJA2|CRLS1_HUMAN.diso:1	Q9UJA2	0
>sp|Q8N9P0|YF006_HUMAN.diso:1	Q8N9P0	0
>sp|P40189|IL6RB_HUMAN.diso:6	P40189	0
>sp|Q93073|SBP2L_HUMAN.diso:3	Q93073	0
>sp|Q05209|PTN12_HUMAN.diso:3	Q05209	0
>sp|Q9Y2H2|SAC2_HUMAN.diso:6	Q9Y2H2	0
>sp|Q13936|CAC1C_HUMAN.diso:7	Q13936	0
>sp|Q5VUJ6|LRCH2_HUMAN.diso:5	Q5VUJ6	0
>sp|O75427|LRCH4_HUMAN.diso:2	O75427	0
>sp|Q9GZQ6|NPFF1_HUMAN.diso:3	Q9GZQ6	0
>sp|Q96A73|P33MX_HUMAN.diso:1	Q96A73	0
>sp|Q8IX01|SUGP2_HUMAN.diso:4	Q8IX01	0
>sp|Q9C056|NKX62_HUMAN.diso:1	Q9C056	0
>sp|P51511|MMP15_HUMAN.diso:1	P51511	0
>sp|Q07820|MCL1_HUMAN.diso:2	Q07820	0
>sp|Q6IC83|CV042_HUMAN.diso:1	Q6IC83	0
>sp|Q9H400|LIME1_HUMAN.diso:1	Q9H400	0
>sp|Q6ZWH5|NEK10_HUMAN.diso:4	Q6ZWH5	0
>sp|Q8TAK6|OLIG1_HUMAN.diso:1	Q8TAK6	0
>sp|Q92545|TM131_HUMAN.diso:3	Q92545	0
>sp|Q13506|NAB1_HUMAN.diso:8	Q13506	0
>sp|Q96KN7|RPGR1_HUMAN.diso:1	Q96KN7	0
>sp|Q8TAY7|F110D_HUMAN.diso:1	Q8TAY7	0
>sp|Q86WB0|NIPA_HUMAN.diso:4	Q86WB0	0
>sp|Q8TC59|PIWL2_HUMAN.diso:1	Q8TC59	0
>sp|Q96NW7|LRRC7_HUMAN.diso:6	Q96NW7	0
>sp|O75962|TRIO_HUMAN.diso:6	O75962	0
>sp|Q5HYW2|NHSL2_HUMAN.diso:4	Q5HYW2	0
>sp|Q7KZI7|MARK2_HUMAN.diso:2	Q7KZI7	0
>sp|Q9P0L2|MARK1_HUMAN.diso:2	Q9P0L2	0
>sp|Q2M3V2|SWAHA_HUMAN.diso:2	Q2M3V2	0
>sp|Q9UQF2|JIP1_HUMAN.diso:1	Q9UQF2	0
>sp|Q9H6A9|PCX3_HUMAN.diso:1	Q9H6A9	0
>sp|P19419|ELK1_HUMAN.diso:5	P19419	0
>sp|Q9Y330|ZBT12_HUMAN.diso:2	Q9Y330	0
>sp|Q6IQ32|ADNP2_HUMAN.diso:5	Q6IQ32	0
>sp|Q96CT2|KLH29_HUMAN.diso:1	Q96CT2	0
>sp|Q8N9H9|CA127_HUMAN.diso:4	Q8N9H9	0
>sp|Q96RY5|CRML_HUMAN.diso:5	Q96RY5	0
>sp|Q9GZY8|MFF_HUMAN.diso:2	Q9GZY8	0
>sp|O60271|JIP4_HUMAN.diso:2	O60271	0
>sp|Q96NB3|ZN830_HUMAN.diso:6	Q96NB3	0
>sp|Q8TD26|CHD6_HUMAN.diso:7	Q8TD26	1
>sp|Q13387|JIP2_HUMAN.diso:1	Q13387	0
>sp|Q9Y4F9|RIPR2_HUMAN.diso:2	Q9Y4F9	0
>sp|Q12879|NMDE1_HUMAN.diso:3	Q12879	0
>sp|Q7Z6G8|ANS1B_HUMAN.diso:4	Q7Z6G8	0
>sp|Q15154|PCM1_HUMAN.diso:6	Q15154	0
>sp|Q99767|APBA2_HUMAN.diso:1	Q99767	0
>sp|Q8WXG6|MADD_HUMAN.diso:4	Q8WXG6	0
>tr|A0A2R8YF49|A0A2R8YF49_HUMAN.diso:1	A0A2R8YF49	0
>tr|A0A2R8YFR7|A0A2R8YFR7_HUMAN.diso:1	A0A2R8YFR7	0
>sp|Q12774|ARHG5_HUMAN.diso:1	Q12774	0
>sp|Q8N3V7|SYNPO_HUMAN.diso:2	Q8N3V7	0
>sp|O95466|FMNL1_HUMAN.diso:4	O95466	0
>sp|P78314|3BP2_HUMAN.diso:2	P78314	0
>sp|Q9H7D0|DOCK5_HUMAN.diso:3	Q9H7D0	0
>sp|P98174|FGD1_HUMAN.diso:1	P98174	0
>sp|Q8NC74|RB8NL_HUMAN.diso:2	Q8NC74	0
>sp|Q9Y6J0|CABIN_HUMAN.diso:7	Q9Y6J0	0
>sp|Q96KQ4|ASPP1_HUMAN.diso:7	Q96KQ4	0
>sp|Q8N5Q1|F71E2_HUMAN.diso:2	Q8N5Q1	0
>sp|P80192|M3K9_HUMAN.diso:4	P80192	0
>sp|O95996|APCL_HUMAN.diso:14	O95996	0
>tr|A0A0C4DFX4|A0A0C4DFX4_HUMAN.diso:13	A0A0C4DFX4	0
>sp|Q6ZRS2|SRCAP_HUMAN.diso:12	Q6ZRS2	0
>sp|Q9BYB0|SHAN3_HUMAN.diso:12	Q9BYB0	0
>sp|Q9P1Y5|CAMP3_HUMAN.diso:4	Q9P1Y5	0
>sp|Q02779|M3K10_HUMAN.diso:3	Q02779	0
>sp|Q9HB09|B2L12_HUMAN.diso:1	Q9HB09	0
>sp|Q8N319|CF223_HUMAN.diso:1	Q8N319	0
>sp|Q9NQR7|CC177_HUMAN.diso:2	Q9NQR7	0
>sp|Q6NUN7|JHY_HUMAN.diso:1	Q6NUN7	0
>sp|Q7Z2Y5|NRK_HUMAN.diso:7	Q7Z2Y5	0
>sp|Q15468|STIL_HUMAN.diso:5	Q15468	0
>sp|Q9HCM4|E41L5_HUMAN.diso:3	Q9HCM4	0
>sp|Q8WWL7|CCNB3_HUMAN.diso:1	Q8WWL7	0
>sp|Q9H799|CPLN1_HUMAN.diso:12	Q9H799	0
>sp|P40818|UBP8_HUMAN.diso:3	P40818	0
>sp|Q7Z7G2|CPLX4_HUMAN.diso:1	Q7Z7G2	0
>sp|P23468|PTPRD_HUMAN.diso:3	P23468	0
>sp|Q13332|PTPRS_HUMAN.diso:7	Q13332	0
>sp|Q92614|MY18A_HUMAN.diso:1	Q92614	0
>sp|A4D1S0|KLRG2_HUMAN.diso:1	A4D1S0	0
>sp|Q8WVB6|CTF18_HUMAN.diso:1	Q8WVB6	0
>sp|Q5VV67|PPRC1_HUMAN.diso:6	Q5VV67	0
>sp|Q7Z2K8|GRIN1_HUMAN.diso:1	Q7Z2K8	0
>sp|P58397|ATS12_HUMAN.diso:7	P58397	0
>sp|A6NN90|CB081_HUMAN.diso:2	A6NN90	0
>sp|Q6UXA7|CF015_HUMAN.diso:2	Q6UXA7	0
>sp|Q9ULD8|KCNH3_HUMAN.diso:5	Q9ULD8	0
>sp|O15016|TRI66_HUMAN.diso:3	O15016	0
>sp|A6NM11|L37A2_HUMAN.diso:1	A6NM11	0
>sp|A6NMS7|L37A1_HUMAN.diso:1	A6NMS7	0
>tr|A0A0G2JMZ2|A0A0G2JMZ2_HUMAN.diso:1	A0A0G2JMZ2	0
>sp|O60309|L37A3_HUMAN.diso:1	O60309	0
>sp|Q6ZRG5|YQ015_HUMAN.diso:1	Q6ZRG5	0
>sp|O95747|OXSR1_HUMAN.diso:4	O95747	0
>sp|Q96G01|BICD1_HUMAN.diso:8	Q96G01	0
>sp|P0C7T5|ATX1L_HUMAN.diso:1	P0C7T5	0
>sp|Q6UXB8|PI16_HUMAN.diso:2	Q6UXB8	0
>sp|Q99856|ARI3A_HUMAN.diso:5	Q99856	0
>sp|A1L170|CA226_HUMAN.diso:1	A1L170	0
>sp|Q86UP3|ZFHX4_HUMAN.diso:36	Q86UP3	0
>sp|Q5VZL5|ZMYM4_HUMAN.diso:5	Q5VZL5	0
>sp|Q9H6T3|RPAP3_HUMAN.diso:9	Q9H6T3	0
>sp|P61129|ZC3H6_HUMAN.diso:8	P61129	0
>sp|Q504U0|CD046_HUMAN.diso:1	Q504U0	0
>sp|Q5T8P6|RBM26_HUMAN.diso:4	Q5T8P6	1
>sp|Q86WN1|FCSD1_HUMAN.diso:6	Q86WN1	0
>sp|Q14003|KCNC3_HUMAN.diso:4	Q14003	0
>sp|Q8N461|FXL16_HUMAN.diso:1	Q8N461	0
>sp|Q9Y2W3|S45A1_HUMAN.diso:1	Q9Y2W3	0
>tr|A0A087WVI8|A0A087WVI8_HUMAN.diso:1	A0A087WVI8	0
>sp|Q8IUC6|TCAM1_HUMAN.diso:5	Q8IUC6	0
>sp|Q9H8Y8|GORS2_HUMAN.diso:4	Q9H8Y8	0
>sp|Q8NF64|ZMIZ2_HUMAN.diso:3	Q8NF64	0
>sp|Q9NTZ6|RBM12_HUMAN.diso:1	Q9NTZ6	0
>sp|Q9HAP2|MLXIP_HUMAN.diso:5	Q9HAP2	0
>sp|O15015|ZN646_HUMAN.diso:1	O15015	0
>sp|A9YTQ3|AHRR_HUMAN.diso:4	A9YTQ3	0
>sp|Q9BZ11|ADA33_HUMAN.diso:6	Q9BZ11	0
>sp|A6NKF2|ARI3C_HUMAN.diso:2	A6NKF2	0
>sp|P37088|SCNNA_HUMAN.diso:5	P37088	0
>sp|P00748|FA12_HUMAN.diso:2	P00748	0
>sp|P01732|CD8A_HUMAN.diso:2	P01732	0
>sp|Q8N6K4|YP021_HUMAN.diso:2	Q8N6K4	0
>sp|Q0VG99|MESP2_HUMAN.diso:2	Q0VG99	0
>sp|P41219|PERI_HUMAN.diso:1	P41219	0
>sp|Q6ZS17|RIPR1_HUMAN.diso:1	Q6ZS17	0
>sp|Q15583|TGIF1_HUMAN.diso:1	Q15583	0
>sp|Q68EN5|K895L_HUMAN.diso:1	Q68EN5	0
>sp|Q7Z7K6|CENPV_HUMAN.diso:1	Q7Z7K6	0
>sp|P85299|PRR5_HUMAN.diso:2	P85299	0
>sp|Q8TF63|DCNP1_HUMAN.diso:1	Q8TF63	0
>sp|A1L390|PKHG3_HUMAN.diso:9	A1L390	0
>sp|Q96LX7|CCD17_HUMAN.diso:2	Q96LX7	0
>sp|Q9Y5U2|TSSC4_HUMAN.diso:6	Q9Y5U2	0
>sp|Q86XZ4|SPAS2_HUMAN.diso:4	Q86XZ4	0
>sp|O00482|NR5A2_HUMAN.diso:6	O00482	0
>sp|P20749|BCL3_HUMAN.diso:1	P20749	0
>sp|Q01433|AMPD2_HUMAN.diso:1	Q01433	0
>sp|A0A1B0GUA5|SIM32_HUMAN.diso:1	A0A1B0GUA5	0
>sp|Q8IWU5|SULF2_HUMAN.diso:1	Q8IWU5	0
>sp|Q9BQT9|CSTN3_HUMAN.diso:3	Q9BQT9	0
>sp|Q9BZM6|ULBP1_HUMAN.diso:2	Q9BZM6	0
>sp|O14836|TR13B_HUMAN.diso:2	O14836	0
>sp|Q9UBF8|PI4KB_HUMAN.diso:3	Q9UBF8	0
>sp|Q9NPY3|C1QR1_HUMAN.diso:3	Q9NPY3	0
>sp|A2IDD5|CCD78_HUMAN.diso:1	A2IDD5	0
>sp|Q8N7U6|EFHB_HUMAN.diso:1	Q8N7U6	0
>sp|P01344|IGF2_HUMAN.diso:4	P01344	0
>sp|Q96A99|PTX4_HUMAN.diso:12	Q96A99	0
>sp|O60522|TDRD6_HUMAN.diso:12	O60522	0
>sp|O96001|PPR17_HUMAN.diso:1	O96001	0
>sp|O00470|MEIS1_HUMAN.diso:6	O00470	0
>sp|O14770|MEIS2_HUMAN.diso:6	O14770	0
>sp|Q99687|MEIS3_HUMAN.diso:6	Q99687	0
>sp|Q6NT76|HMBX1_HUMAN.diso:7	Q6NT76	0
>sp|Q9HBZ2|ARNT2_HUMAN.diso:1	Q9HBZ2	0
>sp|O15072|ATS3_HUMAN.diso:4	O15072	0
>sp|Q9UN88|GBRT_HUMAN.diso:2	Q9UN88	0
>sp|P14316|IRF2_HUMAN.diso:2	P14316	0
>sp|Q16143|SYUB_HUMAN.diso:1	Q16143	0
>sp|O75821|EIF3G_HUMAN.diso:5	O75821	0
>sp|P19878|NCF2_HUMAN.diso:2	P19878	0
>sp|Q0VDD8|DYH14_HUMAN.diso:6	Q0VDD8	0
>sp|Q9BXL5|HEMGN_HUMAN.diso:1	Q9BXL5	0
>sp|O60502|OGA_HUMAN.diso:3	O60502	0
>sp|Q8N3C7|CLIP4_HUMAN.diso:4	Q8N3C7	0
>sp|Q9BVV6|TALD3_HUMAN.diso:8	Q9BVV6	0
>sp|O15541|R113A_HUMAN.diso:3	O15541	0
>sp|P11308|ERG_HUMAN.diso:1	P11308	0
>sp|Q01543|FLI1_HUMAN.diso:1	Q01543	0
>sp|O43166|SI1L1_HUMAN.diso:2	O43166	0
>sp|P31152|MK04_HUMAN.diso:3	P31152	0
>sp|Q9UIF9|BAZ2A_HUMAN.diso:6	Q9UIF9	0
>sp|P20382|MCH_HUMAN.diso:1	P20382	0
>sp|Q8IWF9|CCD83_HUMAN.diso:13	Q8IWF9	0
>sp|A1L4L8|PL8L1_HUMAN.diso:1	A1L4L8	0
>sp|Q6NX49|ZN544_HUMAN.diso:2	Q6NX49	0
>sp|P51797|CLCN6_HUMAN.diso:1	P51797	0
>sp|Q9BY66|KDM5D_HUMAN.diso:4	Q9BY66	0
>sp|Q9NS68|TNR19_HUMAN.diso:1	Q9NS68	0
>sp|P35523|CLCN1_HUMAN.diso:4	P35523	0
>sp|Q9BZQ6|EDEM3_HUMAN.diso:3	Q9BZQ6	0
>sp|O60684|IMA7_HUMAN.diso:1	O60684	0
>sp|P43121|MUC18_HUMAN.diso:3	P43121	0
>sp|O95995|DRC4_HUMAN.diso:1	O95995	0
>sp|P42766|RL35_HUMAN.diso:3	P42766	0
>sp|Q7Z388|D19L4_HUMAN.diso:1	Q7Z388	0
>sp|Q86TN4|TRPT1_HUMAN.diso:2	Q86TN4	0
>sp|Q9NS98|SEM3G_HUMAN.diso:3	Q9NS98	0
>sp|P08F94|PKHD1_HUMAN.diso:3	P08F94	0
>sp|Q9UMQ3|BARX2_HUMAN.diso:2	Q9UMQ3	0
>sp|P34903|GBRA3_HUMAN.diso:2	P34903	0
>sp|P42858|HD_HUMAN.diso:6	P42858	0
>sp|Q49AN0|CRY2_HUMAN.diso:2	Q49AN0	0
>sp|O60383|GDF9_HUMAN.diso:1	O60383	0
>sp|A6NFI3|ZN316_HUMAN.diso:18	A6NFI3	0
>sp|Q8ND04|SMG8_HUMAN.diso:1	Q8ND04	0
>sp|P47898|5HT5A_HUMAN.diso:1	P47898	0
>sp|Q12887|COX10_HUMAN.diso:4	Q12887	0
>tr|B1ALY0|B1ALY0_HUMAN.diso:10	B1ALY0	0
>sp|Q5W0V3|F16B1_HUMAN.diso:2	Q5W0V3	0
>sp|P17022|ZNF18_HUMAN.diso:1	P17022	0
>sp|Q92830|KAT2A_HUMAN.diso:5	Q92830	0
>tr|L7N2F9|L7N2F9_HUMAN.diso:1	L7N2F9	0
>sp|P63027|VAMP2_HUMAN.diso:1	P63027	0
>sp|P23763|VAMP1_HUMAN.diso:1	P23763	0
>sp|A0A1W2PS18|PMIS2_HUMAN.diso:1	A0A1W2PS18	0
>sp|E9PGG2|ANHX_HUMAN.diso:8	E9PGG2	0
>sp|P34995|PE2R1_HUMAN.diso:1	P34995	0
>sp|A6NDV4|TMM8B_HUMAN.diso:1	A6NDV4	0
>sp|Q14671|PUM1_HUMAN.diso:10	Q14671	0
>sp|O60721|NCKX1_HUMAN.diso:2	O60721	0
>sp|Q9NSA1|FGF21_HUMAN.diso:3	Q9NSA1	0
>sp|Q14209|E2F2_HUMAN.diso:2	Q14209	0
>sp|Q9H0F6|SHRPN_HUMAN.diso:3	Q9H0F6	0
>sp|O95841|ANGL1_HUMAN.diso:2	O95841	0
>sp|Q14653|IRF3_HUMAN.diso:2	Q14653	0
>sp|Q9BT25|HAUS8_HUMAN.diso:4	Q9BT25	0
>sp|Q15477|SKIV2_HUMAN.diso:5	Q15477	0
>sp|Q9NQC7|CYLD_HUMAN.diso:7	Q9NQC7	0
>sp|Q96QK8|SIM14_HUMAN.diso:2	Q96QK8	0
>sp|P39060|COIA1_HUMAN.diso:4	P39060	0
>sp|Q9BV87|CNPD1_HUMAN.diso:2	Q9BV87	0
>sp|A6NGB0|T191C_HUMAN.diso:7	A6NGB0	0
>sp|P0C7N4|T191B_HUMAN.diso:7	P0C7N4	0
>sp|O75123|ZN623_HUMAN.diso:4	O75123	0
>sp|P21291|CSRP1_HUMAN.diso:3	P21291	0
>sp|Q96GE6|CALL4_HUMAN.diso:1	Q96GE6	0
>sp|Q5T011|SZT2_HUMAN.diso:15	Q5T011	0
>sp|Q9H9P5|UNKL_HUMAN.diso:4	Q9H9P5	0
>sp|Q9NQZ5|STAR7_HUMAN.diso:3	Q9NQZ5	0
>sp|Q9Y4A5|TRRAP_HUMAN.diso:2	Q9Y4A5	0
>sp|Q53GL7|PAR10_HUMAN.diso:3	Q53GL7	0
>sp|Q9BSE4|HERP2_HUMAN.diso:4	Q9BSE4	0
>sp|Q9NQL9|DMRT3_HUMAN.diso:3	Q9NQL9	0
>sp|P49795|RGS19_HUMAN.diso:1	P49795	0
>sp|Q9H7P9|PKHG2_HUMAN.diso:1	Q9H7P9	0
>sp|A1A5D9|BICL2_HUMAN.diso:1	A1A5D9	0
>sp|Q8N2F6|ARM10_HUMAN.diso:2	Q8N2F6	0
>sp|Q9Y6D5|BIG2_HUMAN.diso:6	Q9Y6D5	0
>sp|P49792|RBP2_HUMAN.diso:30	P49792	0
>sp|O14522|PTPRT_HUMAN.diso:6	O14522	0
>sp|Q969I6|S38A4_HUMAN.diso:1	Q969I6	0
>tr|A0A1W2PPF3|A0A1W2PPF3_HUMAN.diso:8	A0A1W2PPF3	0
>sp|P35125|UBP6_HUMAN.diso:5	P35125	0
>sp|Q86YT5|S13A5_HUMAN.diso:2	Q86YT5	0
>sp|Q09MP3|R51A2_HUMAN.diso:11	Q09MP3	0
>sp|O43541|SMAD6_HUMAN.diso:4	O43541	0
