idr_name	GO0005730
Q96L73_IDR_2207_2636	0
Q16610_IDR_20_159	0
Q99558_IDR_658_779	0
Q92551_IDR_343_394	0
Q9NS15_IDR_477_539	0
Q8TDF6_IDR_593_673	0
O95665_IDR_379_410	0
Q93008_IDR_2479_2570	0
O00507_IDR_2477_2555	0
O14896_IDR_120_185	0
P28906_IDR_315_385	0
Q6P4Q7_IDR_727_775	0
O75096_IDR_1844_1905	0
Q71F56_IDR_2050_2088	0
Q9Y493_IDR_540_982	0
Q8IYV9_IDR_255_287	0
Q2UY09_IDR_1002_1069	0
O60309_IDR_1_869	0
A6NMS7_IDR_1_876	0
Q9NWZ3_IDR_103_162	0
Q8IZJ4_IDR_116_211	0
O75952_IDR_67_493	0
Q17R60_IDR_189_227	0
Q9UL36_IDR_409_451	0
Q9Y6D6_IDR_216_414	0
Q9Y6D5_IDR_206_365	0
Q13501_IDR_204_385	0
Q8IWE2_IDR_1_242	0
Q9NRY5_IDR_1_232	0
Q86YL7_IDR_1_123	0
Q99460_IDR_272_317	0
Q8TCQ1_IDR_244_289	0
Q9Y3C0_IDR_72_130	0
O95625_IDR_320_364	0
P19447_IDR_201_242	0
Q8WWF1_IDR_68_107	0
O95817_IDR_500_575	0
Q12906_IDR_470_517	0
Q96M96_IDR_1_203	0
P08575_IDR_1238_1306	0
O43149_IDR_1955_2077	0
Q6FIF0_IDR_36_147	0
A0JNW5_IDR_1366_1406	0
P31645_IDR_1_78	0
Q2TAZ0_IDR_111_146	0
Q71RC2_IDR_24_96	0
P26436_IDR_1_198	0
P41271_IDR_125_181	0
Q9UGM5_IDR_263_341	0
Q9NUM3_IDR_68_104	0
Q9H116_IDR_611_681	0
P35520_IDR_1_39	0
Q14865_IDR_1033_1070	0
Q32MK0_IDR_1_484	0
Q7Z2K8_IDR_1_1008	0
Q86YM7_IDR_113_208	0
Q5VT25_IDR_455_485	0
Q8N5S3_IDR_181_287	0
Q8TD17_IDR_190_344	0
Q6NSZ9_IDR_126_333	0
O95238_IDR_70_118	0
P52630_IDR_702_790	0
B2RXH4_IDR_374_463	0
Q9UIM3_IDR_1_87	0
Q8N554_IDR_578_614	0
Q5T870_IDR_1_85	0
Q8N108_IDR_344_512	0
Q9ULM3_IDR_117_199	0
Q969H4_IDR_505_596	0
Q03989_IDR_1_56	0
Q9Y2K6_IDR_255_439	0
Q9UDY2_IDR_386_504	0
Q07157_IDR_271_396	0
O60238_IDR_44_130	0
Q13085_IDR_25_75	0
Q13144_IDR_501_548	0
Q8WTP8_IDR_283_325	0
Q6ZUM4_IDR_325_388	0
Q9P1Z2_IDR_499_571	0
Q9Y6X9_IDR_829_905	0
Q99884_IDR_1_37	0
Q2TAZ0_IDR_1245_1307	0
Q02556_IDR_121_167	0
Q6MZT1_IDR_154_206	0
Q8TEY7_IDR_129_183	0
Q96SB4_IDR_1_59	0
Q8NEZ4_IDR_3930_4003	0
Q9UD71_IDR_1_204	0
Q9Y6B2_IDR_1_101	0
P51168_IDR_563_640	0
Q96CP2_IDR_1_36	0
P40692_IDR_351_495	0
Q9Y2K6_IDR_99_140	0
Q8NBJ5_IDR_584_622	0
Q8IYK4_IDR_584_626	0
Q6UX71_IDR_67_106	0
Q9Y4W6_IDR_763_797	0
Q8N9B5_IDR_940_988	0
Q9Y365_IDR_253_291	0
Q9BZ72_IDR_256_365	0
Q15042_IDR_530_617	0
Q9UHB6_IDR_449_731	0
Q86UL8_IDR_206_301	0
Q8TDB6_IDR_91_122	0
Q2V2M9_IDR_325_784	0
Q96KS9_IDR_54_112	0
Q8WWW0_IDR_173_204	0
P0DJH9_IDR_131_168	0
Q6JBY9_IDR_1_416	0
Q9UIG0_IDR_145_209	0
Q9BSJ2_IDR_773_812	0
Q96NG3_IDR_542_672	0
A4FU69_IDR_430_806	0
P08183_IDR_632_691	0
Q9Y2I6_IDR_113_177	0
Q8NAM6_IDR_1_38	0
Q8IYS0_IDR_194_324	0
O60271_IDR_718_750	0
Q502W6_IDR_1_31	0
Q9NPI1_IDR_245_364	0
Q15032_IDR_1_144	0
Q9H2K8_IDR_558_595	0
Q9Y5A6_IDR_128_275	0
Q9HBT8_IDR_91_197	0
Q8TDB6_IDR_196_232	0
O14978_IDR_227_375	0
Q92536_IDR_1_38	0
P29122_IDR_639_703	0
Q09MP3_IDR_1052_1089	0
Q9BVI0_IDR_784_930	0
Q96EP9_IDR_391_437	0
A8MW92_IDR_809_924	0
Q8N414_IDR_1_92	0
Q8N365_IDR_1_112	0
Q9ULD6_IDR_1_50	0
Q8WVR3_IDR_78_113	0
Q6UXB0_IDR_139_366	0
O75473_IDR_845_895	0
Q6ZMZ0_IDR_443_732	0
Q8ND04_IDR_656_739	0
Q96JK2_IDR_432_485	0
Q99592_IDR_119_366	0
Q9NZN5_IDR_1422_1489	0
Q9P1Q0_IDR_481_575	0
O95759_IDR_1031_1076	0
Q8NEZ4_IDR_1_127	0
Q9UJU5_IDR_1_139	0
Q9Y4F9_IDR_321_730	0
O15021_IDR_874_1084	0
P50539_IDR_146_215	0
O15040_IDR_374_792	0
Q8TEL6_IDR_343_373	0
Q9Y6I9_IDR_198_313	0
Q969K3_IDR_154_265	0
Q9Y3R5_IDR_1031_1215	0
O43567_IDR_287_381	0
P42858_IDR_408_661	0
Q9P2P5_IDR_328_808	0
Q76N89_IDR_348_828	0
O94972_IDR_443_622	0
Q96HZ4_IDR_136_215	0
P08047_IDR_567_597	0
Q9NTX7_IDR_187_353	0
Q6PCD5_IDR_1_283	0
Q96PE2_IDR_1616_1727	0
O95071_IDR_1517_1745	0
O60268_IDR_1_89	0
Q8IZQ1_IDR_3253_3341	0
Q9NR81_IDR_470_526	0
Q9NZN5_IDR_1267_1405	0
Q00653_IDR_697_729	0
Q8WUU8_IDR_196_229	0
O95049_IDR_774_919	0
O75995_IDR_316_351	0
Q8IU57_IDR_297_435	0
Q9HD67_IDR_947_1167	0
Q9NQ92_IDR_1_93	0
Q9UPN7_IDR_616_881	0
Q9H2V7_IDR_1_52	0
O75298_IDR_1_339	0
P54826_IDR_247_328	0
Q15653_IDR_297_356	0
Q9Y5B0_IDR_730_961	0
Q9BQT9_IDR_912_956	0
A2RRP1_IDR_454_485	0
O43520_IDR_1_59	0
Q3T8J9_IDR_2210_2241	0
Q14202_IDR_1_305	0
Q9UPW6_IDR_666_733	0
Q6ZUM4_IDR_617_665	0
Q09019_IDR_386_423	0
Q8WVC0_IDR_1_352	0
Q13316_IDR_1_513	0
Q8WWA1_IDR_1_147	0
Q6ZN18_IDR_1_257	0
Q70CQ2_IDR_3331_3513	0
Q5T2W1_IDR_472_519	0
P07333_IDR_927_961	0
Q8N140_IDR_1_32	0
P49796_IDR_670_999	0
Q96RU2_IDR_698_775	0
Q8N8U3_IDR_1_234	0
O75864_IDR_575_691	0
P49418_IDR_248_618	0
O00499_IDR_276_516	0
Q9C0A1_IDR_2395_2439	0
Q8N3X1_IDR_116_201	0
Q8IXW0_IDR_1_47	0
O43304_IDR_183_225	0
Q9NUQ3_IDR_455_528	0
Q96G46_IDR_236_288	0
Q5TGY1_IDR_524_634	0
P40222_IDR_486_546	0
Q8TDY8_IDR_1140_1250	0
O95255_IDR_856_922	0
Q9H171_IDR_344_400	0
Q9NVR5_IDR_354_517	0
Q9UPU7_IDR_1_33	0
O14562_IDR_1_82	0
Q9UBB6_IDR_1_32	0
Q9UBL3_IDR_1_98	0
P49321_IDR_1_38	0
O60271_IDR_804_910	0
Q92667_IDR_30_603	0
Q99575_IDR_721_799	1
Q9BSL1_IDR_235_275	0
O00562_IDR_379_421	0
O75864_IDR_1_43	0
Q5T4F4_IDR_1_31	0
Q969H4_IDR_673_720	0
Q5EBL2_IDR_1_35	0
Q9H5J0_IDR_173_466	0
Q8IZL8_IDR_637_1130	0
P49354_IDR_1_60	0
Q86XN8_IDR_1_147	0
Q96TA1_IDR_566_746	0
Q9HBU9_IDR_272_364	0
P98095_IDR_180_436	0
O95196_IDR_1_355	0
O15085_IDR_1083_1354	0
Q96AQ6_IDR_14_213	0
Q7Z6P3_IDR_279_828	0
O75154_IDR_1_206	0
Q9UGI9_IDR_1_178	0
Q8NDX1_IDR_1_583	0
Q6ZMQ8_IDR_536_1190	0
O15069_IDR_1_1419	0
P14784_IDR_386_520	0
A6NJJ6_IDR_1_81	0
Q9UL45_IDR_1_43	0
O15488_IDR_298_451	0
Q2YD98_IDR_210_288	0
Q8IUH8_IDR_532_626	0
Q5D1E8_IDR_1_45	0
Q96RG2_IDR_397_610	0
O96018_IDR_1_208	0
Q9NQG7_IDR_263_534	0
Q8NAG6_IDR_133_356	0
Q9C0C2_IDR_1_1729	0
Q8IUW3_IDR_204_357	0
Q8TF71_IDR_1_61	0
Q8TE77_IDR_52_91	0
Q9UHR6_IDR_134_191	0
Q14324_IDR_1_49	0
Q7Z3K3_IDR_857_972	0
Q92835_IDR_105_156	0
Q99536_IDR_1_44	0
Q969G3_IDR_294_411	0
Q9UHY1_IDR_1_54	0
Q6NWY9_IDR_178_269	0
Q5XUX0_IDR_379_441	0
Q9H1R3_IDR_1_262	0
Q08J23_IDR_708_767	0
Q14896_IDR_99_150	0
Q13203_IDR_1_68	0
Q8IYW2_IDR_1255_1286	0
Q6UE05_IDR_227_265	0
Q8N3L3_IDR_460_684	0
Q9BXK5_IDR_229_451	0
Q6V1X1_IDR_1_49	0
O14492_IDR_377_408	0
Q96FE7_IDR_115_147	0
Q9ULD5_IDR_336_544	0
Q1KMD3_IDR_23_242	0
P55884_IDR_1_161	0
Q9BYE7_IDR_1_119	0
Q8N196_IDR_1_82	0
Q08999_IDR_1_41	0
Q96DT5_IDR_1_53	0
Q8IWF6_IDR_1_50	0
O95180_IDR_1_68	0
Q9UKN8_IDR_1_48	0
Q96C34_IDR_44_86	0
Q5HYC2_IDR_1_72	0
P0C263_IDR_1_46	0
Q9H175_IDR_281_371	0
Q9BQA5_IDR_404_460	0
Q53GL7_IDR_553_706	0
Q96A54_IDR_1_77	0
Q8ND24_IDR_1_236	0
O94885_IDR_1_35	0
Q9Y5Y0_IDR_1_97	0
Q8N3D4_IDR_161_1074	0
Q9BXU2_IDR_157_225	0
Q9HA90_IDR_91_139	0
A0A0J9YXQ4_IDR_495_647	0
A0A0J9YXQ4_IDR_81_296	0
Q96NY7_IDR_1_459	0
Q9H0U9_IDR_1_223	0
Q9UNA4_IDR_1_50	0
P0C2W7_IDR_1_110	0
Q5JQC4_IDR_1_107	0
Q8NBA8_IDR_1_65	0
Q96DX7_IDR_52_175	0
Q99549_IDR_1_55	0
A6NKD2_IDR_1_105	0
P0CV98_IDR_1_105	0
P0CW01_IDR_1_105	0
P0CV99_IDR_1_111	0
P0CW00_IDR_1_105	0
Q01534_IDR_1_106	0
Q9H175_IDR_425_543	0
Q8WY54_IDR_25_124	0
Q96F63_IDR_1_61	0
P98174_IDR_923_961	0
Q9BV44_IDR_1_33	0
A6NKG5_IDR_1_188	0
O95219_IDR_1_51	0
Q9BYX2_IDR_1_44	0
Q9NRS6_IDR_129_263	0
O15069_IDR_1488_1522	0
Q9BUR4_IDR_1_143	0
O94817_IDR_1_51	0
O95907_IDR_438_504	0
Q9HAB3_IDR_222_268	0
Q9NWF4_IDR_221_272	0
Q8WVZ7_IDR_310_376	0
Q96GW7_IDR_358_638	0
Q9NZ53_IDR_1_375	0
Q15013_IDR_1_48	0
Q8TCU6_IDR_1109_1142	0
P48426_IDR_288_330	0
P55265_IDR_576_607	1
Q92797_IDR_1206_1274	0
Q96MC2_IDR_559_616	0
Q99675_IDR_233_270	0
O00213_IDR_279_364	0
Q8N4Y2_IDR_100_133	0
Q9NW68_IDR_211_424	0
Q96BF6_IDR_498_587	0
Q9Y6Q6_IDR_555_616	0
Q4ADV7_IDR_1352_1419	0
Q9Y5W9_IDR_158_270	0
Q9BQS8_IDR_1231_1331	0
Q7Z353_IDR_654_690	0
Q400G9_IDR_341_394	0
Q96EV8_IDR_257_351	0
Q53QW1_IDR_1_274	0
Q9Y3I1_IDR_82_162	0
O43187_IDR_505_593	0
Q9NS56_IDR_395_478	0
Q99594_IDR_1_31	0
Q9UBT2_IDR_201_232	0
Q9Y5U2_IDR_1_76	0
Q9Y4R8_IDR_442_494	0
P52824_IDR_264_295	0
Q7L1V2_IDR_1_102	0
Q5JSP0_IDR_1_154	0
Q14699_IDR_168_273	0
Q92543_IDR_774_816	0
O00273_IDR_202_234	0
Q96MH2_IDR_150_184	0
Q9Y4E8_IDR_621_707	0
Q86UA1_IDR_1_75	0
Q9BRP1_IDR_105_179	0
Q86V87_IDR_487_536	0
Q6PI26_IDR_430_577	0
Q9P2G1_IDR_980_1081	0
O75864_IDR_462_568	0
Q9BYV6_IDR_329_441	0
Q12888_IDR_26_1485	0
Q9UGP5_IDR_140_234	0
Q8TEQ6_IDR_1306_1349	0
O60306_IDR_1381_1485	0
Q7LC44_IDR_362_396	0
Q9HC35_IDR_868_981	0
Q6ZSS7_IDR_395_430	0
O75170_IDR_404_439	0
Q96MT1_IDR_580_663	0
Q8N5J2_IDR_1_110	0
A0A1B0GTS1_IDR_1_76	0
A0A1B0GWH4_IDR_1_76	0
Q969S2_IDR_80_115	0
O15050_IDR_704_772	0
Q5H9L4_IDR_1_93	0
Q96MZ0_IDR_1_39	0
Q96JB5_IDR_253_284	0
Q3B7T1_IDR_213_299	0
Q8NA77_IDR_55_119	0
Q9H4I2_IDR_888_956	0
Q9UEG4_IDR_1_147	0
Q9H8G2_IDR_198_361	0
Q9H8M2_IDR_245_310	0
Q8IZ73_IDR_421_495	0
P49792_IDR_2741_2836	0
Q9H3H3_IDR_1_70	0
O95359_IDR_1_2742	0
Q14028_IDR_1_632	0
A6H8Z2_IDR_1_224	0
Q9ULL0_IDR_108_1691	0
Q92576_IDR_1020_1198	0
Q9Y2J2_IDR_409_1087	0
O43491_IDR_521_948	0
Q8N3K9_IDR_1_3505	0
Q9NQC3_IDR_1_994	0
P11137_IDR_1_1667	0
P46821_IDR_504_2352	0
Q01484_IDR_1567_3957	0
P78559_IDR_296_2686	0
Q9H0E9_IDR_133_704	0
Q16799_IDR_202_579	0
Q96SZ4_IDR_69_293	0
Q9H2J4_IDR_208_239	0
Q8IW19_IDR_106_484	0
Q8N302_IDR_260_403	0
Q14159_IDR_103_258	0
P14316_IDR_116_248	0
Q92622_IDR_942_972	0
Q8NB66_IDR_410_1030	0
Q9UKA4_IDR_343_399	0
Q96NL3_IDR_62_197	0
P17023_IDR_74_153	0
P54219_IDR_492_525	0
Q9BVS4_IDR_303_535	0
P35968_IDR_941_995	0
Q8NDX2_IDR_510_589	0
Q96KK3_IDR_476_526	0
P48551_IDR_310_417	0
Q9GZR1_IDR_779_966	0
Q9H0X9_IDR_249_362	0
Q17RD7_IDR_31_346	0
O15379_IDR_382_428	0
Q8NG27_IDR_122_481	0
Q53GT1_IDR_600_634	0
O43164_IDR_169_411	0
Q93008_IDR_1592_1636	0
O00507_IDR_1595_1638	0
Q14247_IDR_1_38	0
O95071_IDR_1965_2021	0
Q96SD1_IDR_360_650	0
P10451_IDR_1_314	0
Q9Y4B4_IDR_1_243	0
Q6PF05_IDR_24_55	0
Q92562_IDR_719_792	0
A8MTZ7_IDR_145_207	0
O94888_IDR_265_401	0
O15439_IDR_632_693	0
Q8IXF0_IDR_449_793	0
Q8TBB6_IDR_680_771	0
Q7L1I2_IDR_1_91	0
Q7L0J3_IDR_1_145	0
Q496J9_IDR_1_131	0
Q9H2H9_IDR_1_72	0
Q96M34_IDR_1_486	0
Q8NET8_IDR_750_790	0
Q8WXD2_IDR_1_142	0
O95391_IDR_200_257	0
P0DJD1_IDR_979_1024	0
Q7Z3J3_IDR_995_1032	0
O75129_IDR_288_349	0
Q92903_IDR_1_70	0
P59190_IDR_178_208	0
Q8TDJ6_IDR_2095_2129	0
Q96KN1_IDR_43_75	0
Q9HCK8_IDR_1663_1736	0
O00533_IDR_1115_1170	0
Q3L8U1_IDR_1715_1770	0
Q9P2D1_IDR_1826_1899	0
Q8TDI0_IDR_1203_1252	0
Q15003_IDR_377_413	0
Q12905_IDR_356_390	0
O95835_IDR_1088_1128	0
Q92692_IDR_386_526	0
O75132_IDR_1_87	0
Q9UKT9_IDR_1_117	0
Q3T8J9_IDR_542_593	0
Q8IZX4_IDR_82_235	0
Q00872_IDR_1_55	0
O14686_IDR_1_61	0
Q92628_IDR_1104_1244	0
Q9UH90_IDR_148_287	0
Q14697_IDR_185_223	0
A0AVK6_IDR_212_263	0
Q8IWB9_IDR_643_682	0
Q9NV79_IDR_300_336	0
Q9H3Q1_IDR_227_356	0
Q9ULJ8_IDR_606_672	0
P54257_IDR_222_311	0
Q96I76_IDR_225_320	0
O94985_IDR_915_971	0
Q96GA3_IDR_24_377	0
Q8N8V4_IDR_237_343	0
Q96NT1_IDR_127_182	0
Q96K83_IDR_1_45	0
P60006_IDR_46_121	0
Q9HBM0_IDR_498_779	0
Q96AV8_IDR_93_141	0
O94906_IDR_1_121	0
Q8TAM6_IDR_1_284	0
Q86X45_IDR_187_251	0
Q8N128_IDR_68_213	0
O95365_IDR_132_355	0
Q9Y450_IDR_1_87	0
Q9H1C4_IDR_1_54	0
Q96SB3_IDR_598_663	0
Q6ZUJ8_IDR_398_631	0
O43561_IDR_225_262	0
P13521_IDR_69_104	0
Q13286_IDR_234_268	0
Q9HCE6_IDR_1_309	0
Q6ZNL6_IDR_1_890	0
P02730_IDR_1_52	0
Q99645_IDR_35_100	0
O75563_IDR_223_295	0
Q86WV1_IDR_214_291	0
Q8N4X5_IDR_63_158	0
Q9H5I5_IDR_421_490	0
O15013_IDR_1_397	0
Q6XYB7_IDR_142_198	0
O60333_IDR_705_735	0
Q9C0B1_IDR_162_194	0
Q96EB6_IDR_505_621	0
Q8WUY3_IDR_2558_2632	0
Q8NDM7_IDR_749_785	0
Q8NHU2_IDR_277_347	0
Q8NHR7_IDR_111_157	0
Q13520_IDR_252_282	0
Q99698_IDR_1006_1096	0
Q8N123_IDR_1_92	0
Q9H4I0_IDR_373_479	0
Q7Z353_IDR_548_584	0
Q8WXH0_IDR_2353_2393	0
Q8WZ42_IDR_4170_4272	0
Q9UBS9_IDR_31_308	0
Q9UNF0_IDR_331_425	0
Q9NS73_IDR_95_137	0
Q86XK3_IDR_75_146	0
Q15858_IDR_1094_1149	0
O75643_IDR_184_256	0
Q92539_IDR_564_631	0
Q8TDY2_IDR_221_300	0
Q5I0G3_IDR_468_518	0
Q5TCS8_IDR_488_576	0
Q8NI08_IDR_307_652	0
P82094_IDR_31_503	0
P28715_IDR_296_736	0
P50851_IDR_930_1300	0
Q8NFQ8_IDR_1_247	0
Q9BVW5_IDR_150_301	0
Q8NG08_IDR_395_425	0
Q96EB6_IDR_661_747	0
Q9BYX4_IDR_200_304	0
Q9H8Y5_IDR_120_153	0
Q9BZQ6_IDR_792_907	0
Q96RT8_IDR_149_199	0
O43149_IDR_2415_2452	0
A4D1F6_IDR_1_52	0
Q5R372_IDR_462_502	0
Q9P1Z2_IDR_581_617	0
Q8N5I9_IDR_123_160	0
P28749_IDR_890_926	0
Q12830_IDR_562_776	0
Q8TED4_IDR_239_282	0
Q15111_IDR_545_575	0
Q9UPR0_IDR_574_609	0
Q96M86_IDR_2687_2784	0
Q6ZUJ8_IDR_143_174	0
P30519_IDR_1_31	0
Q8TDJ6_IDR_416_482	0
P36508_IDR_365_422	0
O75962_IDR_1249_1285	0
P52739_IDR_562_623	0
A6NEH6_IDR_1_125	0
Q9BZQ8_IDR_564_928	0
Q9NUA8_IDR_129_237	0
P06730_IDR_1_33	0
Q6P6B1_IDR_1_374	0
O94830_IDR_603_647	0
O43823_IDR_543_692	0
Q8TDB4_IDR_70_240	0
P20701_IDR_1120_1170	0
O75564_IDR_446_482	0
Q13621_IDR_141_171	0
P24386_IDR_107_213	0
P26374_IDR_109_214	0
O75691_IDR_1695_1763	1
Q86TU7_IDR_526_594	0
Q8WYQ5_IDR_359_422	0
A1A4V9_IDR_239_272	0
Q32P28_IDR_700_736	0
Q8IV38_IDR_367_441	0
Q16566_IDR_340_473	0
Q05086_IDR_169_226	0
O75153_IDR_632_692	0
Q6QNY1_IDR_1_34	0
Q8NI35_IDR_455_515	0
Q86YT5_IDR_162_199	0
Q8TD26_IDR_1316_1385	0
Q9HAU5_IDR_485_562	0
Q9UEE5_IDR_325_369	0
Q9UHI5_IDR_498_535	0
Q13370_IDR_1074_1112	0
Q9Y6Y8_IDR_892_934	0
Q9H4Q3_IDR_643_707	0
Q9HA82_IDR_335_394	0
Q8IU89_IDR_334_383	0
Q96G23_IDR_334_380	0
Q6KC79_IDR_2630_2705	0
Q6PJI9_IDR_344_383	0
Q8TEQ6_IDR_1390_1427	0
Q5FWF4_IDR_646_721	0
Q9H009_IDR_1_74	0
Q8NBJ4_IDR_133_401	0
A8TX70_IDR_2584_2615	0
Q92598_IDR_503_587	0
Q8NEP3_IDR_1_85	0
Q9NU22_IDR_4661_5278	0
O95757_IDR_503_575	0
Q9NXG2_IDR_270_353	0
Q7Z4V5_IDR_549_671	0
Q5QJ38_IDR_93_904	0
Q8TBZ6_IDR_277_339	0
Q9Y5B0_IDR_334_586	0
Q7Z2Z2_IDR_902_949	0
Q5VZP5_IDR_356_388	0
Q9BU70_IDR_168_320	0
Q9HCE3_IDR_1229_1261	0
A6PVY3_IDR_112_158	0
Q9HAS3_IDR_1_82	0
Q86V20_IDR_258_305	0
Q9HAW4_IDR_1_1139	0
O14497_IDR_1736_1963	0
Q9HCN4_IDR_283_374	0
Q96A49_IDR_219_336	0
Q8IYI6_IDR_287_328	0
Q969G5_IDR_130_261	0
Q9BYW2_IDR_1829_2147	0
Q969S3_IDR_89_245	0
P10645_IDR_64_433	0
Q8IZX4_IDR_1099_1180	0
Q8TE73_IDR_896_930	0
Q6IQ49_IDR_177_379	0
Q8NHQ9_IDR_570_600	1
Q00987_IDR_334_431	0
Q9GZR7_IDR_261_383	1
Q8N831_IDR_1_200	0
Q9ULW6_IDR_1_94	0
Q9UJ04_IDR_1_201	0
Q96NT1_IDR_1_65	0
Q8TDI0_IDR_1532_1699	0
P31268_IDR_186_230	0
Q9NWH9_IDR_70_383	0
P51858_IDR_94_240	0
O15355_IDR_162_326	0
Q8N543_IDR_372_433	0
A1Z1Q3_IDR_242_425	0
O15054_IDR_1291_1321	0
Q9BQE6_IDR_1_179	0
